"Date","Time","Open","High","Low","Close","Vol","OI","UpperBand","LowerBand","MidLine"
03/14/2017,11:00,246.11,258.12,246.02,258.00,7598446,0,282.51,232.85,257.68
03/15/2017,11:00,257.00,261.00,254.27,255.73,5330806,0,278.83,234.00,256.41
03/16/2017,11:00,262.40,265.75,259.06,262.05,7132153,0,275.44,235.62,255.53
03/17/2017,11:00,264.00,265.33,261.20,261.50,6497496,0,274.31,236.00,255.16
03/20/2017,11:00,260.60,264.55,258.82,261.92,3614294,0,272.44,236.84,254.64
03/21/2017,11:00,262.83,264.80,250.24,250.68,6908554,0,267.77,238.84,253.30
03/22/2017,11:00,251.56,255.07,250.51,255.01,4059297,0,263.55,241.21,252.38
03/23/2017,11:00,255.39,257.67,253.30,254.78,3320245,0,263.43,241.21,252.32
03/24/2017,11:00,255.70,263.89,255.01,263.16,5647253,0,264.55,240.71,252.63
03/27/2017,11:00,260.60,270.57,259.75,270.22,6230795,0,267.61,240.04,253.83
03/28/2017,11:00,277.02,280.68,275.00,277.45,7987604,0,272.26,238.14,255.20
03/29/2017,11:00,278.34,279.60,275.54,277.38,3676157,0,275.98,237.16,256.57
03/30/2017,11:00,278.04,282.00,277.21,277.92,4148426,0,279.22,236.66,257.94
03/31/2017,11:00,278.73,279.68,276.32,278.30,3294640,0,282.09,236.46,259.28
04/03/2017,11:00,286.90,299.00,284.58,298.52,13888618,0,289.81,233.48,261.64
04/04/2017,11:00,296.89,304.81,294.53,303.70,10134556,0,297.30,231.50,264.40
04/05/2017,11:00,302.04,304.88,294.20,295.00,7880938,0,301.23,232.38,266.80
04/06/2017,11:00,296.88,301.94,294.10,298.70,5520588,0,305.04,233.94,269.49
04/07/2017,11:00,297.50,302.69,297.15,302.54,4579613,0,308.69,236.18,272.44
04/10/2017,11:00,309.15,313.73,308.71,312.39,7664458,0,313.85,237.64,275.75
04/11/2017,11:00,313.38,313.47,305.50,308.71,5724577,0,318.04,238.53,278.28
04/12/2017,11:00,306.34,308.45,296.32,296.84,6050682,0,319.46,241.21,280.34
04/13/2017,11:00,296.70,307.39,295.30,304.00,9284634,0,321.91,242.96,282.44
04/17/2017,11:00,302.70,304.00,298.68,301.44,4138736,0,323.51,245.36,284.43
04/18/2017,11:00,299.70,300.84,297.90,300.25,3035698,0,324.57,248.13,286.35
04/19/2017,11:00,302.46,306.62,302.11,305.52,3898024,0,324.44,253.74,289.09
04/20/2017,11:00,306.51,309.15,300.23,302.51,6149352,0,323.57,259.36,291.47
04/21/2017,11:00,302.00,306.40,300.42,305.60,4509756,0,321.86,266.15,294.01
04/24/2017,11:00,309.22,310.55,306.02,308.03,5083505,0,320.84,271.66,296.25
04/25/2017,11:00,308.00,313.98,305.86,313.79,6737708,0,321.05,275.81,298.43
04/26/2017,11:00,312.37,314.50,309.00,310.17,4695044,0,321.05,279.08,300.07
04/27/2017,11:00,311.69,313.09,307.50,308.63,3468569,0,320.14,283.12,301.63
04/28/2017,11:00,309.83,314.80,308.00,314.07,4505478,0,319.18,287.69,303.44
05/01/2017,11:00,314.88,327.25,314.81,322.83,8829565,0,318.97,292.36,305.66
05/02/2017,11:00,324.00,327.66,316.56,318.89,5382777,0,320.74,292.62,306.68
05/03/2017,11:00,317.67,321.53,310.45,311.02,7133365,0,321.16,292.93,307.05
05/04/2017,11:00,307.44,307.77,290.76,295.46,14152008,0,321.10,293.04,307.07
05/05/2017,11:00,298.00,308.55,296.80,308.35,8177347,0,321.06,294.05,307.55
05/08/2017,11:00,310.90,313.79,305.82,307.19,7006471,0,321.09,294.48,307.78
05/09/2017,11:00,309.38,321.99,309.10,321.26,9676537,0,322.66,293.79,308.23
05/10/2017,11:00,321.56,325.50,318.12,325.22,5741607,0,325.28,292.82,309.05
05/11/2017,11:00,323.40,326.00,319.60,323.10,4753819,0,326.68,294.05,310.37
05/12/2017,11:00,325.48,327.00,321.53,324.81,4121612,0,328.59,294.22,311.41
05/15/2017,11:00,318.38,320.20,312.53,315.88,7622004,0,328.79,295.47,312.13
05/16/2017,11:00,317.59,320.06,315.14,317.01,4152484,0,328.82,297.12,312.97
05/17/2017,11:00,314.39,314.63,305.50,306.11,6711940,0,328.79,297.20,313.00
05/18/2017,11:00,307.00,313.94,305.31,313.06,5653801,0,328.57,298.48,313.52
05/19/2017,11:00,315.50,316.50,310.20,310.83,4687572,0,328.45,299.12,313.79
05/22/2017,11:00,312.80,314.37,306.80,310.35,4329178,0,328.42,299.39,313.90
05/23/2017,11:00,310.46,310.73,303.48,303.86,4318354,0,328.57,298.24,313.40
05/24/2017,11:00,306.51,311.00,305.40,310.22,5041692,0,328.57,298.25,313.41
05/25/2017,11:00,311.02,316.97,307.81,316.83,5013963,0,328.88,298.75,313.82
05/26/2017,11:00,317.28,325.49,316.31,325.14,7802199,0,330.22,298.52,314.37
05/30/2017,11:00,326.00,336.28,325.76,335.10,7782916,0,332.91,297.06,314.98
05/31/2017,11:00,337.69,342.89,335.16,341.01,9963444,0,337.28,294.90,316.09
06/01/2017,11:00,344.00,344.88,337.29,340.37,7607996,0,341.08,294.04,317.56
06/02/2017,11:00,339.77,342.88,335.93,339.85,5590239,0,342.91,296.64,319.78
06/05/2017,11:00,338.50,348.44,334.21,347.32,6784368,0,347.13,296.32,321.73
06/06/2017,11:00,344.70,359.49,339.97,352.85,11086798,0,351.87,296.15,324.01
06/07/2017,11:00,356.34,360.50,355.14,359.65,9397959,0,357.77,294.09,325.93
06/08/2017,11:00,363.75,371.90,360.22,370.00,9061496,0,365.35,290.99,328.17
06/09/2017,11:00,374.42,376.87,354.80,357.32,17261435,0,369.06,290.69,329.88
06/12/2017,11:00,357.99,364.50,350.62,359.01,10517660,0,372.68,290.50,331.59
06/13/2017,11:00,367.62,376.00,366.61,375.95,11807920,0,379.27,289.91,334.59
06/14/2017,11:00,381.09,384.25,376.31,380.66,12818429,0,385.93,289.62,337.77
06/15/2017,11:00,372.50,375.46,366.49,375.34,10426469,0,389.74,292.73,341.24
06/16/2017,11:00,377.98,378.01,370.10,371.40,6730973,0,392.54,295.76,344.15
06/19/2017,11:00,375.00,376.70,367.80,369.80,6549332,0,394.18,300.02,347.10
06/20/2017,11:00,376.67,378.88,369.73,372.24,7438701,0,395.30,305.09,350.20
06/21/2017,11:00,374.35,376.99,368.02,376.40,4923210,0,394.93,312.72,353.82
06/22/2017,11:00,377.99,385.00,373.57,382.61,7529778,0,395.16,319.73,357.44
06/23/2017,11:00,382.45,386.99,379.35,383.45,6445758,0,395.18,326.37,360.77
06/26/2017,11:00,386.69,386.95,373.10,377.49,6604099,0,394.34,332.44,363.39
06/27/2017,11:00,376.40,376.40,362.02,362.37,6996399,0,392.88,336.63,364.75
06/28/2017,11:00,367.60,371.74,362.52,371.24,6302463,0,392.29,340.24,366.27
06/29/2017,11:00,370.61,371.00,354.10,360.75,8221038,0,390.63,343.94,367.29
06/30/2017,11:00,363.71,366.77,359.62,361.61,5848521,0,388.28,348.47,368.37
07/03/2017,11:00,368.90,371.35,351.50,352.62,6305401,0,387.53,349.74,368.64
07/05/2017,11:00,347.20,347.24,326.33,327.09,17046701,0,392.76,341.94,367.35
07/06/2017,11:00,317.26,320.79,306.30,308.83,19324495,0,400.77,328.85,364.81
07/07/2017,11:00,314.75,317.00,307.38,313.22,14176915,0,404.25,319.69,361.97
07/10/2017,11:00,312.90,317.94,303.13,316.05,13820889,0,406.68,313.13,359.91
07/11/2017,11:00,316.00,327.28,314.30,327.22,11559402,0,407.22,309.41,358.32
07/12/2017,11:00,331.00,333.10,324.50,329.52,10346127,0,405.73,306.26,356.00
07/13/2017,11:00,330.11,331.60,319.97,323.41,8594466,0,403.45,302.82,353.13
07/14/2017,11:00,323.19,328.42,321.22,327.78,5625211,0,401.14,300.37,350.76
07/17/2017,11:00,325.54,327.10,313.45,319.57,9876912,0,399.36,296.97,348.16
07/18/2017,11:00,317.50,329.13,315.66,328.24,6373720,0,396.97,295.20,346.09
07/19/2017,11:00,328.23,331.65,323.22,325.26,6357014,0,393.91,293.56,343.74
07/20/2017,11:00,326.90,330.22,324.20,329.92,5166188,0,389.59,293.24,341.41
07/21/2017,11:00,329.46,331.26,325.80,328.40,4901485,0,383.26,294.14,338.70
07/24/2017,11:00,330.24,343.40,330.01,342.52,8637082,0,376.30,297.01,336.66
07/25/2017,11:00,345.00,345.60,334.15,339.60,6989197,0,369.77,299.76,334.76
07/26/2017,11:00,341.28,345.50,338.12,343.85,4820790,0,366.79,300.88,333.83
07/27/2017,11:00,346.00,347.50,326.29,334.46,8302405,0,360.15,303.84,332.00
07/28/2017,11:00,336.89,339.60,332.51,335.07,4880414,0,355.66,305.76,330.71
07/31/2017,11:00,335.50,341.49,321.04,323.47,8535136,0,349.48,308.13,328.80
08/01/2017,11:00,323.00,324.45,316.13,319.57,8303102,0,345.05,309.25,327.15
08/02/2017,11:00,318.94,327.12,311.22,325.89,13091462,0,345.00,309.19,327.09
08/03/2017,11:00,346.79,350.00,343.15,347.09,13535033,0,346.87,311.14,329.01
08/04/2017,11:00,347.00,357.27,343.30,356.91,9268909,0,351.34,311.04,331.19
08/07/2017,11:00,357.35,359.48,352.75,355.17,6324480,0,354.59,311.70,333.15
08/08/2017,11:00,357.53,368.58,357.40,365.22,7449837,0,360.43,309.66,335.05
08/09/2017,11:00,361.00,370.00,358.95,363.53,6892096,0,364.83,308.66,336.75
08/10/2017,11:00,361.60,366.65,354.66,355.40,7092858,0,366.85,309.84,338.35
08/11/2017,11:00,356.97,361.26,353.62,357.87,4365783,0,369.13,310.57,339.85
08/14/2017,11:00,364.63,367.66,362.60,363.80,4519186,0,371.56,312.56,342.06
08/15/2017,11:00,365.20,365.49,359.37,362.33,3085088,0,373.81,313.72,343.77
08/16/2017,11:00,363.00,366.50,362.52,362.91,3413773,0,375.54,315.76,345.65
08/17/2017,11:00,361.21,363.30,351.59,351.92,5027660,0,375.85,317.65,346.75
08/18/2017,11:00,352.91,354.00,345.80,347.46,5408183,0,375.56,319.85,347.70
08/21/2017,11:00,345.05,345.82,331.85,337.86,6495424,0,375.57,319.37,347.47
08/22/2017,11:00,341.13,342.24,337.37,341.35,4321966,0,375.57,319.54,347.56
08/23/2017,11:00,338.99,353.49,338.30,352.77,4954504,0,376.05,319.95,348.00
08/24/2017,11:00,352.52,356.66,349.74,352.93,4584687,0,376.34,321.51,348.93
08/25/2017,11:00,354.24,355.69,347.30,348.05,3483956,0,376.25,322.90,349.58
08/28/2017,11:00,347.28,347.35,339.72,345.66,3763956,0,374.63,326.74,350.68
08/29/2017,11:00,339.48,349.05,338.75,347.36,4073675,0,371.42,332.73,352.07
08/30/2017,11:00,349.67,353.47,347.00,353.18,3412943,0,368.60,338.27,353.44
08/31/2017,11:00,353.55,358.44,352.82,355.90,4072795,0,368.79,338.97,353.88
09/01/2017,11:00,356.12,357.59,353.69,355.40,3049546,0,368.67,338.94,353.80
09/05/2017,11:00,353.80,355.49,345.89,349.59,3848382,0,368.48,338.56,353.52
09/06/2017,11:00,349.50,350.98,341.56,344.53,4091351,0,366.92,338.06,352.49
09/07/2017,11:00,345.98,352.48,343.45,350.61,4239213,0,365.37,338.32,351.84
09/08/2017,11:00,348.99,349.78,342.30,343.40,3263508,0,365.15,337.34,351.24
09/11/2017,11:00,351.35,363.71,350.00,363.69,7667055,0,366.20,336.87,351.54
09/12/2017,11:00,364.49,368.76,360.40,362.75,5972907,0,365.98,336.98,351.48
09/13/2017,11:00,363.82,368.07,359.59,366.23,4185231,0,366.84,336.51,351.68
09/14/2017,11:00,364.33,377.96,362.63,377.64,7202524,0,370.78,334.04,352.41
09/15/2017,11:00,374.51,380.00,372.70,379.81,5420496,0,375.71,331.91,353.81
09/18/2017,11:00,380.25,389.61,377.68,385.00,7187980,0,381.22,330.15,355.69
09/19/2017,11:00,380.00,382.39,373.57,375.10,6451886,0,383.04,332.05,357.55
09/20/2017,11:00,373.00,378.25,371.07,373.91,4919052,0,384.49,333.87,359.18
09/21/2017,11:00,374.90,376.83,364.51,366.48,4618190,0,385.18,334.54,359.86
09/22/2017,11:00,366.49,369.90,350.88,351.09,8159418,0,385.20,334.33,359.77
09/25/2017,11:00,353.15,357.47,342.88,344.99,7605946,0,385.37,333.87,359.62
09/26/2017,11:00,350.93,351.24,340.90,345.25,7156274,0,385.39,333.80,359.60
09/27/2017,11:00,349.90,351.49,340.50,340.97,6060330,0,385.82,332.74,359.28
09/28/2017,11:00,339.88,342.75,335.40,339.60,5319617,0,386.39,330.80,358.60
09/29/2017,11:00,341.86,344.68,338.60,341.10,5107082,0,386.67,329.05,357.86
10/02/2017,11:00,342.52,343.70,335.51,341.53,5286774,0,386.83,327.49,357.16
10/03/2017,11:00,335.90,348.55,331.28,348.14,10153596,0,386.84,327.34,357.09
10/04/2017,11:00,351.25,358.62,349.60,355.01,8163543,0,386.83,328.40,357.61
10/05/2017,11:00,356.00,357.44,351.35,355.33,4171675,0,386.91,328.79,357.85
10/06/2017,11:00,353.10,360.10,352.25,356.88,4297474,0,386.83,330.22,358.52
10/09/2017,11:00,349.65,351.75,342.67,342.94,7493654,0,386.47,328.51,357.49
10/10/2017,11:00,346.80,355.63,345.53,355.59,6978495,0,386.02,328.24,357.13
10/11/2017,11:00,353.89,357.60,351.15,354.60,4500831,0,385.15,327.95,356.55
10/12/2017,11:00,352.95,359.78,352.64,355.68,4087048,0,382.36,328.54,355.45
10/13/2017,11:00,356.98,358.49,353.68,355.57,3540533,0,378.73,329.75,354.24
10/16/2017,11:00,353.76,354.48,347.16,350.60,5375486,0,372.55,332.49,352.52
10/17/2017,11:00,350.91,356.22,350.07,355.75,3293345,0,368.80,334.30,351.55
10/18/2017,11:00,355.97,363.00,354.13,359.65,4939074,0,365.28,336.39,350.84
10/19/2017,11:00,355.56,357.15,348.20,351.81,5061843,0,362.67,337.54,350.10
10/20/2017,11:00,352.69,354.55,344.34,345.10,4930395,0,362.54,337.07,349.80
10/23/2017,11:00,349.88,349.95,336.25,337.02,5747346,0,363.18,335.63,349.41
10/24/2017,11:00,338.80,342.80,336.16,337.34,4491672,0,363.66,334.36,349.01
10/25/2017,11:00,336.70,337.50,323.56,325.84,8594073,0,365.77,330.74,348.25
10/26/2017,11:00,327.78,330.23,323.20,326.17,5023500,0,367.27,327.89,347.58
10/27/2017,11:00,319.75,324.59,316.66,320.87,6979704,0,369.33,323.82,346.57
10/30/2017,11:00,319.18,323.78,317.25,320.08,4254378,0,370.96,320.03,345.50
10/31/2017,11:00,320.23,331.95,320.18,331.53,5672347,0,370.81,318.53,344.67
11/01/2017,11:00,332.25,332.61,320.26,321.08,8457336,0,370.57,315.37,342.97
11/02/2017,11:00,300.13,308.69,292.63,299.26,19791416,0,373.06,307.28,340.17
11/03/2017,11:00,299.50,306.25,295.13,306.09,8893974,0,372.74,302.52,337.63
11/06/2017,11:00,307.00,307.50,299.01,302.78,6486009,0,373.75,297.49,335.62
11/07/2017,11:00,301.02,306.50,300.03,306.05,5294274,0,372.18,294.10,333.14
11/08/2017,11:00,305.50,306.89,301.30,304.39,4725271,0,370.28,290.98,330.63
11/09/2017,11:00,302.50,304.46,296.30,302.99,5447147,0,367.65,288.35,328.00
11/10/2017,11:00,302.50,308.36,301.85,302.99,4625429,0,364.32,286.42,325.37
11/13/2017,11:00,300.13,316.80,299.11,315.40,7584944,0,360.99,286.23,323.61
11/14/2017,11:00,315.00,316.35,306.90,308.70,5676076,0,356.09,286.43,321.26
11/15/2017,11:00,306.01,312.49,301.50,311.30,5978665,0,349.09,288.59,318.84
11/16/2017,11:00,313.99,318.14,311.30,312.50,5822073,0,343.14,290.61,316.87
11/17/2017,11:00,325.67,326.67,313.15,315.05,13735139,0,338.22,292.52,315.37
11/20/2017,11:00,313.79,315.50,304.75,308.74,8247650,0,334.68,293.24,313.96
11/21/2017,11:00,310.86,318.23,308.71,317.81,7261273,0,330.85,295.12,312.98
11/22/2017,11:00,316.77,317.42,311.84,312.60,4917636,0,329.18,295.46,312.32
11/24/2017,11:00,313.79,316.41,311.00,315.55,3244065,0,327.50,296.07,311.79
11/27/2017,11:00,313.25,317.34,309.51,316.81,4555894,0,326.93,296.24,311.58
11/28/2017,11:00,316.36,320.00,313.92,317.55,4949491,0,326.56,296.36,311.46
11/29/2017,11:00,317.30,318.00,301.23,307.54,8767398,0,322.29,298.23,310.26
11/30/2017,11:00,308.92,310.70,304.54,308.85,4351587,0,320.61,298.69,309.65
12/01/2017,11:00,305.44,310.32,305.05,306.53,4292868,0,320.01,300.01,310.01
12/04/2017,11:00,306.50,308.27,300.61,305.20,5835140,0,320.04,299.89,309.97
12/05/2017,11:00,302.00,308.00,301.00,303.70,4646520,0,319.97,300.06,310.01
12/06/2017,11:00,300.10,313.39,300.00,313.26,7195341,0,320.25,300.50,310.37
12/07/2017,11:00,312.00,318.63,311.05,311.24,4780597,0,320.20,301.23,310.72
12/08/2017,11:00,314.60,316.98,311.26,315.13,3468458,0,320.30,302.35,311.32
12/11/2017,11:00,314.63,329.01,313.75,328.91,7937981,0,323.65,301.58,312.62
12/12/2017,11:00,330.45,341.44,330.03,341.03,8733199,0,330.49,297.31,313.90
12/13/2017,11:00,340.93,344.22,336.50,339.03,6221461,0,335.08,295.75,315.42
12/14/2017,11:00,341.01,347.44,336.90,337.89,5799916,0,338.59,294.90,316.75
12/15/2017,11:00,342.04,343.90,335.76,343.45,6933199,0,342.93,293.66,318.29
12/18/2017,11:00,344.90,346.73,337.58,338.87,5476166,0,345.63,293.34,319.48
12/19/2017,11:00,340.26,341.49,330.30,331.10,6824971,0,346.73,294.48,320.60
12/20/2017,11:00,332.69,333.10,325.04,328.98,5953800,0,347.50,294.82,321.16
12/21/2017,11:00,329.59,333.74,327.21,331.66,4385222,0,348.53,295.70,322.11
12/22/2017,11:00,329.51,330.92,324.82,325.20,4215807,0,348.86,296.33,322.60
12/26/2017,11:00,323.83,323.94,316.58,317.29,4378413,0,348.87,296.37,322.62
12/27/2017,11:00,316.00,317.68,310.75,311.64,4712111,0,348.92,295.73,322.33
12/28/2017,11:00,311.75,315.82,309.54,315.36,4316347,0,348.66,296.78,322.72
12/29/2017,11:00,316.18,316.41,310.00,311.35,3777155,0,348.53,297.15,322.84
01/02/2018,11:00,312.00,322.11,311.00,320.53,4352241,0,348.16,298.92,323.54
01/03/2018,11:00,321.00,325.25,315.55,317.25,4521527,0,347.49,300.79,324.14
01/04/2018,11:00,312.87,318.55,305.68,314.62,9946304,0,346.57,302.81,324.69
01/05/2018,11:00,316.62,317.24,312.00,316.58,4591180,0,346.43,303.28,324.86
01/08/2018,11:00,316.00,337.02,315.50,336.41,9859435,0,347.30,304.93,326.11
01/09/2018,11:00,335.16,338.80,327.41,333.69,7146631,0,347.84,306.24,327.04
01/10/2018,11:00,332.20,337.00,330.00,334.80,4309926,0,348.40,306.27,327.34
01/11/2018,11:00,335.24,344.81,333.26,337.95,6645484,0,347.89,306.48,327.18
01/12/2018,11:00,338.63,340.41,333.67,336.22,4825059,0,347.46,306.63,327.04
01/16/2018,11:00,337.54,345.00,334.80,340.06,6474251,0,347.82,306.48,327.15
01/17/2018,11:00,340.47,349.00,339.75,347.16,7103505,0,348.64,306.03,327.34
01/18/2018,11:00,345.67,352.30,343.74,344.57,5685845,0,349.68,305.57,327.62
01/19/2018,11:00,345.00,350.59,342.60,350.02,4888303,0,352.67,304.47,328.57
01/22/2018,11:00,349.40,357.83,349.20,351.56,6210360,0,355.80,303.59,329.70
01/23/2018,11:00,360.00,360.50,351.00,352.79,5465414,0,358.73,302.77,330.75
01/24/2018,11:00,354.58,354.75,343.52,345.89,5287478,0,360.39,303.18,331.79
01/25/2018,11:00,348.27,349.20,336.40,337.64,6740303,0,360.71,304.90,332.80
01/26/2018,11:00,341.50,344.00,335.71,342.85,4539356,0,360.82,307.91,334.36
01/29/2018,11:00,339.85,350.85,338.28,349.53,4747149,0,361.80,310.35,336.07
01/30/2018,11:00,345.14,348.27,342.17,345.82,4717700,0,361.18,314.42,337.80
01/31/2018,11:00,347.51,356.19,345.19,354.31,6214069,0,362.51,316.46,339.49
02/01/2018,11:00,351.00,359.66,348.63,349.25,4197687,0,362.06,320.11,341.09
02/02/2018,11:00,348.44,351.95,340.51,343.75,3704836,0,359.66,325.43,342.54
02/05/2018,11:00,337.97,344.47,333.00,333.13,4464147,0,356.53,330.21,343.37
02/06/2018,11:00,325.21,336.22,323.50,333.97,5088438,0,356.70,329.79,343.25
02/07/2018,11:00,338.99,346.00,335.66,345.00,6969239,0,356.55,331.08,343.81
02/08/2018,11:00,343.31,348.62,314.60,315.23,10314573,0,360.31,325.36,342.83
02/09/2018,11:00,319.93,320.98,294.76,310.42,12933721,0,363.89,319.03,341.46
02/12/2018,11:00,316.13,318.08,306.25,315.73,6227822,0,365.45,315.42,340.43
02/13/2018,11:00,315.02,324.19,312.51,323.66,4560231,0,365.68,313.55,339.61
02/14/2018,11:00,320.84,326.17,318.52,322.31,3950743,0,365.24,311.51,338.37
02/15/2018,11:00,324.50,334.12,322.40,334.07,5912917,0,364.62,311.08,337.85
02/16/2018,11:00,332.50,343.12,331.64,335.49,5642637,0,363.31,310.93,337.12
02/20/2018,11:00,334.47,340.84,331.50,334.77,4009435,0,361.63,310.93,336.28
02/21/2018,11:00,336.03,339.69,333.17,333.30,3219649,0,359.52,311.10,335.31
02/22/2018,11:00,335.53,347.44,334.75,346.17,6969808,0,359.55,311.09,335.32
02/23/2018,11:00,347.83,354.99,347.10,352.05,5817387,0,361.34,310.74,336.04
02/26/2018,11:00,353.50,359.00,352.36,357.42,4339985,0,363.60,309.93,336.77
02/27/2018,11:00,356.25,359.99,350.01,350.99,4797419,0,363.82,309.86,336.84
02/28/2018,11:00,352.57,355.24,342.22,343.06,6069658,0,363.53,309.88,336.70
03/01/2018,11:00,345.01,348.67,330.07,330.93,6885601,0,361.20,309.87,335.54
03/02/2018,11:00,326.98,335.22,322.97,335.12,5092829,0,359.71,309.95,334.83
03/05/2018,11:00,332.39,337.75,329.29,333.35,3823769,0,358.86,309.76,334.31
03/06/2018,11:00,333.75,336.37,327.03,328.20,4285744,0,358.75,309.37,334.06
03/07/2018,11:00,325.44,332.50,321.74,332.30,5007297,0,358.68,309.28,333.98
03/08/2018,11:00,332.86,333.30,326.27,329.10,3566244,0,357.43,308.93,333.18
03/09/2018,11:00,324.10,328.49,322.37,327.17,5506764,0,356.79,310.77,333.78
03/12/2018,11:00,328.61,347.21,326.50,343.97,6567252,0,356.19,314.73,335.46
